8;3250585600; 3350265867; 2303983616; 1844118286; 2004353091;110;0
2;3958308864; 2164260882; 1338245121; 2819883639; 2004353242;112;0
10;1839005696; 3431268363; 1852440576; 2208301842; 2004353087;108;0
9;772669440; 3558408204; 760676352; 3442541312; 2004353105;112;0
3;509149184; 1716387872; 2926968833; 1630995071; 2004353234;112;0
6;1591738368; 749207567; 676003841; 3402302138; 2004353175;110;0
4;2480668672; 807141397; 790298625; 3402039972; 2004353197;110;0
11;3269001216; 2584084489; 1468792832; 4000711494; 8912907;112;0
5;3756195840; 3373006859; 2419589120; 1928856327; 2004353098;112;0
7;435027968; 3117481995; 1532493824; 4068475672; 2004353081;112;0
